wgd_status,clock_rank,chr,density,row_median,p_value,p_adj,signif
Classic,1,chr1,0.025938011604793552,0.002711697596149075,1,1,
Classic,1,chr10,0,0.002711697596149075,1,1,
Classic,1,chr11,0,0.002711697596149075,1,1,
Classic,1,chr12,0.1097393746274567,0.002711697596149075,1,1,
Classic,1,chr13,0,0.002711697596149075,1,1,
Classic,1,chr14,0,0.002711697596149075,1,1,
Classic,1,chr15,0,0.002711697596149075,1,1,
Classic,1,chr16,0,0.002711697596149075,1,1,
Classic,1,chr17,0.08564439484792268,0.002711697596149075,1,1,
Classic,1,chr18,0.010307461784513717,0.002711697596149075,1,1,
Classic,1,chr19,0.0618835753525475,0.002711697596149075,1,1,
Classic,1,chr2,0.011704397979677357,0.002711697596149075,1,1,
Classic,1,chr20,0,0.002711697596149075,1,1,
Classic,1,chr21,0,0.002711697596149075,1,1,
Classic,1,chr22,0,0.002711697596149075,1,1,
Classic,1,chr3,0,0.002711697596149075,1,1,
Classic,1,chr4,0.0038670060930261377,0.002711697596149075,1,1,
Classic,1,chr5,0.06708357893634843,0.002711697596149075,1,1,
Classic,1,chr6,0.001556389099272012,0.002711697596149075,1,1,
Classic,1,chr7,0.12809905754957865,0.002711697596149075,1,1,
Classic,1,chr8,0.09746590934758544,0.002711697596149075,1,1,
Classic,1,chr9,0.01646280639551913,0.002711697596149075,1,1,
Classic,2,chr1,0,0,NA,NA,
Classic,2,chr10,0,0,NA,NA,
Classic,2,chr11,0,0,NA,NA,
Classic,2,chr12,0,0,NA,NA,
Classic,2,chr13,0,0,NA,NA,
Classic,2,chr14,0,0,NA,NA,
Classic,2,chr15,0,0,NA,NA,
Classic,2,chr16,0,0,NA,NA,
Classic,2,chr17,0,0,NA,NA,
Classic,2,chr18,0.9766519050466532,0,1,1,
Classic,2,chr19,0,0,NA,NA,
Classic,2,chr2,0,0,NA,NA,
Classic,2,chr20,0,0,NA,NA,
Classic,2,chr21,0,0,NA,NA,
Classic,2,chr22,0,0,NA,NA,
Classic,2,chr3,0,0,NA,NA,
Classic,2,chr4,0,0,NA,NA,
Classic,2,chr5,0,0,NA,NA,
Classic,2,chr6,0,0,NA,NA,
Classic,2,chr7,0.7852305130903355,0,1,1,
Classic,2,chr8,0,0,NA,NA,
Classic,2,chr9,0,0,NA,NA,
Classic,3+,chr1,0,0,NA,NA,
Classic,3+,chr10,0,0,NA,NA,
Classic,3+,chr11,0,0,NA,NA,
Classic,3+,chr12,0,0,NA,NA,
Classic,3+,chr13,0,0,NA,NA,
Classic,3+,chr14,0,0,NA,NA,
Classic,3+,chr15,0,0,NA,NA,
Classic,3+,chr16,0,0,NA,NA,
Classic,3+,chr17,0,0,NA,NA,
Classic,3+,chr18,0,0,NA,NA,
Classic,3+,chr19,0,0,NA,NA,
Classic,3+,chr2,0,0,NA,NA,
Classic,3+,chr20,0,0,NA,NA,
Classic,3+,chr21,0,0,NA,NA,
Classic,3+,chr22,0,0,NA,NA,
Classic,3+,chr3,0,0,NA,NA,
Classic,3+,chr4,0,0,NA,NA,
Classic,3+,chr5,0,0,NA,NA,
Classic,3+,chr6,0,0,NA,NA,
Classic,3+,chr7,0,0,NA,NA,
Classic,3+,chr8,0,0,NA,NA,
Classic,3+,chr9,0,0,NA,NA,
WGD,1,chr1,0.32057998831090845,0.4566278853868947,1,1,
WGD,1,chr10,0.33218797636692626,0.4566278853868947,1,1,
WGD,1,chr11,0.4901935461643445,0.4566278853868947,1,1,
WGD,1,chr12,0.566593433984131,0.4566278853868947,1,1,
WGD,1,chr13,0.17798638431019842,0.4566278853868947,1,1,
WGD,1,chr14,0.4207879915771724,0.4566278853868947,1,1,
WGD,1,chr15,0.5257802101558646,0.4566278853868947,1,1,
WGD,1,chr16,0.6454669794736753,0.4566278853868947,1,1,
WGD,1,chr17,0.4153860574615998,0.4566278853868947,1,1,
WGD,1,chr18,0.29284489296207433,0.4566278853868947,1,1,
WGD,1,chr19,0.32095216599052057,0.4566278853868947,1,1,
WGD,1,chr2,0.43240577831040156,0.4566278853868947,1,1,
WGD,1,chr20,0.4737773577010287,0.4566278853868947,1,1,
WGD,1,chr21,0.39290534846723996,0.4566278853868947,1,1,
