wgd_status,clock_rank,chr,density,row_median,p_value,p_adj,signif
Classic,1,chr1,0.05406170723241649,0.02098296073892613,1,1,
Classic,1,chr10,0.04515559836474996,0.02098296073892613,1,1,
Classic,1,chr11,0,0.02098296073892613,1,1,
Classic,1,chr12,0,0.02098296073892613,1,1,
Classic,1,chr13,0.004744655542658472,0.02098296073892613,1,1,
Classic,1,chr14,0.01803977175868662,0.02098296073892613,1,1,
Classic,1,chr15,0.05485683740644036,0.02098296073892613,1,1,
Classic,1,chr16,0.0018536047572394999,0.02098296073892613,1,1,
Classic,1,chr17,0.007916113524430812,0.02098296073892613,1,1,
Classic,1,chr18,0.052770371722118084,0.02098296073892613,1,1,
Classic,1,chr19,0.023926149719165644,0.02098296073892613,1,1,
Classic,1,chr2,0.009110819130277937,0.02098296073892613,1,1,
Classic,1,chr20,0.2603529538510749,0.02098296073892613,1,1,
Classic,1,chr21,0.0699839465679283,0.02098296073892613,1,1,
Classic,1,chr22,0,0.02098296073892613,1,1,
Classic,1,chr3,0.025660063862462452,0.02098296073892613,1,1,
Classic,1,chr4,0.041553347203177396,0.02098296073892613,1,1,
Classic,1,chr5,0.1025169242218705,0.02098296073892613,1,1,
Classic,1,chr6,0.03335409616500924,0.02098296073892613,1,1,
Classic,1,chr7,0,0.02098296073892613,1,1,
Classic,1,chr8,0.005429891780372092,0.02098296073892613,1,1,
Classic,1,chr9,0.008392879428019846,0.02098296073892613,1,1,
Classic,2,chr1,0.022077212798599206,0.0023375582808408636,1,1,
Classic,2,chr10,0.02886228687909824,0.0023375582808408636,1,1,
Classic,2,chr11,0.13583111425525562,0.0023375582808408636,1,1,
Classic,2,chr12,0,0.0023375582808408636,1,1,
Classic,2,chr13,0.3462293109314573,0.0023375582808408636,1,1,
Classic,2,chr14,0.03599656086090355,0.0023375582808408636,1,1,
Classic,2,chr15,0,0.0023375582808408636,1,1,
Classic,2,chr16,0,0.0023375582808408636,1,1,
Classic,2,chr17,0.12325356692839393,0.0023375582808408636,1,1,
Classic,2,chr18,0,0.0023375582808408636,1,1,
Classic,2,chr19,0,0.0023375582808408636,1,1,
Classic,2,chr2,0,0.0023375582808408636,1,1,
Classic,2,chr20,0.13338056948994628,0.0023375582808408636,1,1,
Classic,2,chr21,0,0.0023375582808408636,1,1,
Classic,2,chr22,0,0.0023375582808408636,1,1,
Classic,2,chr3,0,0.0023375582808408636,1,1,
Classic,2,chr4,0,0.0023375582808408636,1,1,
Classic,2,chr5,0.025162896706446985,0.0023375582808408636,1,1,
Classic,2,chr6,0.24900419932044907,0.0023375582808408636,1,1,
Classic,2,chr7,0.09102179650711278,0.0023375582808408636,1,1,
Classic,2,chr8,0,0.0023375582808408636,1,1,
Classic,2,chr9,0.004675116561681727,0.0023375582808408636,1,1,
Classic,3+,chr1,0.2786623267831297,0,1,1,
Classic,3+,chr10,0.10087824194632539,0,1,1,
Classic,3+,chr11,0.04934558491976787,0,1,1,
Classic,3+,chr12,0.3174884038810209,0,1,1,
Classic,3+,chr13,0,0,NA,NA,
Classic,3+,chr14,0,0,NA,NA,
Classic,3+,chr15,0,0,NA,NA,
Classic,3+,chr16,0,0,NA,NA,
Classic,3+,chr17,0.36212636188760394,0,1,1,
Classic,3+,chr18,0,0,NA,NA,
Classic,3+,chr19,0.15876457743235664,0,1,1,
Classic,3+,chr2,0,0,NA,NA,
