ttype	signature	n_samples	median_early	median_all	median_delta	p_value	p_adj	significant	direction
RECA	SBS.SBS5	8	0	0.0797891807189563	0	0.7874064906662693	1	FALSE	ns
RECA	SBS.SBS84	8	0	0	0	1	1	FALSE	ns
RECA	SBS.SBS97	8	0	0	0	1	1	FALSE	ns
BRCA	SBS.SBS40a	21	0.1306556550934809	0.1840261709684698	0.033406270507505414	3.847075940359304e-4	0.006924736692646747	TRUE	late-acting
BRCA	SBS.SBS18	21	0	0	0	0.009151688852650072	0.08236519967385064	FALSE	ns
BRCA	SBS.SBS29	21	0	0	0	0.022494271222449663	0.13496562733469797	FALSE	ns
BRCA	SBS.SBS1	21	0.1392753926735317	0.12631916177061897	0	0.22430657119727154	0.6340171112559532	FALSE	ns
BRCA	SBS.SBS16	21	0	0	0	0.1507855650279713	0.6340171112559532	FALSE	ns
BRCA	SBS.SBS2	21	0	0	0	0.1814492077214203	0.6340171112559532	FALSE	ns
BRCA	SBS.SBS30	21	0	0	0	0.42267807417063546	0.6340171112559532	FALSE	ns
BRCA	SBS.SBS32	21	0	0	0	0.37109336952269756	0.6340171112559532	FALSE	ns
BRCA	SBS.SBS35	21	0	0	0	0.37109336952269756	0.6340171112559532	FALSE	ns
BRCA	SBS.SBS57	21	0	0	0	0.42267807417063546	0.6340171112559532	FALSE	ns
BRCA	SBS.SBS7a	21	0	0	0	0.37109336952269756	0.6340171112559532	FALSE	ns
BRCA	SBS.SBS8	21	0.08574634684320444	0.08840675889296472	0	0.32679956766896595	0.6340171112559532	FALSE	ns
BRCA	SBS.SBS3	21	0.06424856459791208	0.08987084213049956	0	0.6101201547975077	0.7816529318632951	FALSE	ns
BRCA	SBS.SBS39	21	0	0	0	0.6355861222787667	0.7816529318632951	FALSE	ns
BRCA	SBS.SBS5	21	0.26862610327055947	0.29362970825502277	-0.005783716458063692	0.6513774432194126	0.7816529318632951	FALSE	ns
BRCA	SBS.SBS13	21	0	0	0	0.833935414088552	0.938177340849621	FALSE	ns
BRCA	SBS.SBS6	21	0	0	0	1	1	FALSE	ns
BRCA	SBS.SBS86	21	0	0	0	1	1	FALSE	ns
PACA	SBS.SBS1	32	0.21662038170572617	0.21893812743104696	-0.002656264845579237	0.07269741426124557	0.6179280212205873	FALSE	ns
PACA	SBS.SBS8	32	0.09315936361223792	0.09310526713134892	0	0.05142226083252064	0.6179280212205873	FALSE	ns
PACA	SBS.SBS12	32	0	0	0	0.4148230671847746	0.7051992142141168	FALSE	ns
PACA	SBS.SBS16	32	0	0	0	0.37109336952269756	0.7051992142141168	FALSE	ns
PACA	SBS.SBS3	32	0.08508932234308592	0.0902478275114795	0	0.36522751850153073	0.7051992142141168	FALSE	ns
PACA	SBS.SBS40a	32	0.24988346884265011	0.24370850114900042	5.961178863120864e-4	0.22502949453638707	0.7051992142141168	FALSE	ns
PACA	SBS.SBS5	32	0.12418680340068712	0.15472954515172174	0.007111780190657203	0.16714449994964	0.7051992142141168	FALSE	ns
PACA	SBS.SBS6	32	0	0	0	0.37109336952269756	0.7051992142141168	FALSE	ns
PACA	SBS.SBS7a	32	0	0	0	0.37109336952269756	0.7051992142141168	FALSE	ns
PACA	SBS.SBS96	32	0	0	0	0.39355134840073713	0.7051992142141168	FALSE	ns
PACA	SBS.SBS92	32	0	0	0	0.4771966199887701	0.7374856854371902	FALSE	ns
PACA	SBS.SBS13	32	0	0	0	0.5838824207703652	0.76353855023817	FALSE	ns
PACA	SBS.SBS50	32	0	0	0	0.5838824207703652	0.76353855023817	FALSE	ns
PACA	SBS.SBS15	32	0	0	0	0.7836523115344085	0.9515778068632103	FALSE	ns
PACA	SBS.SBS29	32	0	0	0	0.8551321405847059	0.9691497593293333	FALSE	ns
PACA	SBS.SBS2	32	0	0	0	1	1	FALSE	ns
PACA	SBS.SBS30	32	0	0	0	1	1	FALSE	ns
PACA	SBS.SBS32	32	0	0	0	NA	NA	FALSE	ns
PBCA	SBS.SBS1	5	0.2927387401702219	0.2927387401702219	0	NA	NA	FALSE	ns
PBCA	SBS.SBS10b	5	0	0	0	NA	NA	FALSE	ns
PBCA	SBS.SBS15	5	0.06437425617594565	0.06437425617594565	0	NA	NA	FALSE	ns
PBCA	SBS.SBS5	5	0.4145132687510006	0.4145132687510006	0	NA	NA	FALSE	ns
PBCA	SBS.SBS50	5	0	0	0	NA	NA	FALSE	ns
PBCA	SBS.SBS57	5	0	0	0	NA	NA	FALSE	ns
PBCA	SBS.SBS8	5	0.17466673903747176	0.17466673903747176	0	NA	NA	FALSE	ns
MELA	SBS.SBS1	19	0	0	0	0.05191296493501828	0.23623291636214694	FALSE	ns
MELA	SBS.SBS7d	19	0	0	0	0.036031686218233556	0.23623291636214694	FALSE	ns
MELA	SBS.SBS94	19	0	0	0	0.059058229090536735	0.23623291636214694	FALSE	ns
MELA	SBS.SBS2	19	0	0	0	0.20124262095772402	0.4829822902985376	FALSE	ns
MELA	SBS.SBS38	19	0	0	0	0.1814492077214203	0.4829822902985376	FALSE	ns
MELA	SBS.SBS7a	19	0.49471165521937127	0.45136446977894024	0	0.2634941841411999	0.5269883682823998	FALSE	ns
MELA	SBS.SBS18	19	0	0	0	0.37109336952269756	0.5974568900933814	FALSE	ns
MELA	SBS.SBS5	19	0	0.05726648786575749	0	0.3983045933955876	0.5974568900933814	FALSE	ns
MELA	SBS.SBS7b	19	0.13633255369627828	0.18968061917107998	0	0.48464167878831416	0.6461889050510855	FALSE	ns
MELA	SBS.SBS40a	19	0	0.08523430885131789	0	0.8240981682459778	0.9889178018951733	FALSE	ns
MELA	SBS.SBS19	19	0	0	0	1	1	FALSE	ns
MELA	SBS.SBS58	19	0	0	0	1	1	FALSE	ns
PRAD	SBS.SBS40a	24	0	0.27315951026984553	0.27315951026984553	2.8888470075022014e-5	1.2999811533759907e-4	TRUE	late-acting
PRAD	SBS.SBS5	24	0.5837336326977285	0.3657639024655456	-0.19185698975936236	1.94224739173131e-5	1.2999811533759907e-4	TRUE	early-acting
PRAD	SBS.SBS1	24	0.1637780405974385	0.16376336249681006	-0.02483093769484042	6.727742881565342e-5	2.0183228644696027e-4	TRUE	early-acting
PRAD	SBS.SBS94	24	0	0.09835565216595638	0.09835565216595638	2.1409202584601812e-4	4.817070581535408e-4	TRUE	late-acting
PRAD	SBS.SBS8	24	0.22203222896776836	0.14735653312174973	-0.06883426628838746	0.009138638700740397	0.016449549661332715	TRUE	early-acting
PRAD	SBS.SBS32	24	0	0	0	0.036031686218233556	0.04632645370915743	TRUE	ns
PRAD	SBS.SBS38	24	0	0	0	0.036031686218233556	0.04632645370915743	TRUE	ns
PRAD	SBS.SBS35	24	0	0	0	0.1814492077214203	0.20413035868659785	FALSE	ns
PRAD	SBS.SBS16	24	0	0	0	0.37109336952269756	0.37109336952269756	FALSE	ns
PRAD	SBS.SBS30	24	0	0	0	NA	NA	FALSE	ns
ESAD	SBS.SBS93	24	0	0.0905896344995625	0.0905896344995625	9.569173157059457e-5	8.612255841353511e-4	TRUE	late-acting
ESAD	SBS.SBS1	24	0.07614367293202859	0.06802071511904714	-0.002007184846154489	0.023072674839545088	0.07471808455711672	FALSE	ns
ESAD	SBS.SBS5	24	0.3589633442618546	0.3001944225903873	-0.03333128437387564	0.024906028185705573	0.07471808455711672	FALSE	ns
ESAD	SBS.SBS57	24	0	0	0	0.036031686218233556	0.0810712939910255	FALSE	ns
ESAD	SBS.SBS31	24	0	0	0	0.1814492077214203	0.3266085738985566	FALSE	ns
ESAD	SBS.SBS28	24	0	0	0	0.2945073936801101	0.4417610905201651	FALSE	ns
ESAD	SBS.SBS17b	24	0.2582759410766988	0.2626899426482192	-0.008279253457189217	0.4169975110904756	0.5361396571163258	FALSE	ns
ESAD	SBS.SBS18	24	0.10121971278547892	0.10343891137091163	-0.0022022538655297116	0.7022135275104999	0.7899902184493124	FALSE	ns
ESAD	SBS.SBS17a	24	0.11722951259019862	0.11401756346675512	0	0.8373145543608991	0.8373145543608991	FALSE	ns
BOCA	SBS.SBS5	10	0.5385413935576613	0.5385413935576613	0	1	1	FALSE	ns
BOCA	SBS.SBS8	10	0.24024575080167632	0.24024575080167632	0	1	1	FALSE	ns
BOCA	SBS.SBS1	10	0	0	0	NA	NA	FALSE	ns
BOCA	SBS.SBS16	10	0	0	0	NA	NA	FALSE	ns
BOCA	SBS.SBS25	10	0.028019406673056458	0.028019406673056458	0	NA	NA	FALSE	ns
BOCA	SBS.SBS30	10	0	0	0	NA	NA	FALSE	ns
BOCA	SBS.SBS32	10	0	0	0	NA	NA	FALSE	ns
BOCA	SBS.SBS35	10	0	0	0	NA	NA	FALSE	ns
BOCA	SBS.SBS46	10	0	0	0	NA	NA	FALSE	ns
BOCA	SBS.SBS96	10	0	0	0	NA	NA	FALSE	ns
BOCA	SBS.SBS99	10	0	0	0	NA	NA	FALSE	ns
